Termination Id,Termination Reason,Business unit,Tenure Range,Age,Gender,Organization level,day,month,Year,Country,Age Range,Date,Quarter,QuarterYear
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,Malaysia,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,Australia,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,Canada,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,Canada,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,Australia,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,Australia,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,India,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,Canada,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,United States,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,Australia,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,Australia,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,United States,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,United States,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,Germany,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,Australia,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,Canada,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,United States,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,United States,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,Canada,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,Canada,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,Malaysia,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,United States,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,Australia,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,Canada,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,Canada,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,Australia,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,Australia,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,India,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,Canada,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,United States,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,Australia,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,Australia,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,United States,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,United States,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,Germany,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,Australia,20 - 30,21-06-2019,Q2,2019-Q2
4,Punctuality,Marketing,-1,24,Female,High - Level,4,4,2021,United States,20 - 30,04-04-2021,Q2,2021-Q2
48,Dishonesty,R&D,1,24,Female,Operational,17,12,2020,United States,20 - 30,17-12-2020,Q4,2020-Q4
66,Dishonesty,Supply Chain,3,28,Female,Operational,4,6,2019,United States,20 - 30,06-04-2019,Q2,2019-Q2
70,Other Employment,Production,3,27,Male,High - Level,8,10,2019,Canada,20 - 30,10-08-2019,Q3,2019-Q3
82,Retirement,Marketing,8,29,Male,Operational,20,10,2019,Canada,20 - 30,20-10-2019,Q4,2019-Q4
99,Retirement,Marketing,8,30,Male,Operational,6,3,2020,Malaysia,20 - 30,03-06-2020,Q2,2020-Q2
114,Inappropriate Behaviour,Marketing,4,26,Female,Operational,21,6,2019,United States,20 - 30,21-06-2019,Q2,2019-Q2
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Malaysia,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Canada,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Germany,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Germany,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Australia,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,United States,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Australia,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,India,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Australia,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Malaysia,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Malaysia,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,United States,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Canada,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,United States,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Germany,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,United States,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,India,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,India,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Canada,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Australia,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Canada,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Malaysia,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,India,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,India,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,India,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Canada,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,United States,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Australia,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,India,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Australia,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Malaysia,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Malaysia,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,United States,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Canada,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,United States,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Germany,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,United States,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,India,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,India,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Canada,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Australia,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Canada,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Malaysia,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Canada,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Germany,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Germany,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Australia,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,United States,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Australia,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,India,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Australia,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Malaysia,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Malaysia,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,United States,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Canada,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,United States,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,Germany,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,United States,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,India,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,India,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Canada,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,Australia,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Canada,20 - 30,27-02-2019,Q1,2019-Q1
3,Misconduct,R&D,3,25,Male,High - Level,3,3,2020,United States,20 - 30,03-03-2020,Q1,2020-Q1
10,Other Employment,Corporate,3,25,Female,Operational,10,10,2019,Canada,20 - 30,10-10-2019,Q4,2019-Q4
23,Other Employment - Same Industry,Supply Chain,3,25,Male,Operational,23,11,2020,Germany,20 - 30,23-11-2020,Q4,2020-Q4
83,Punctuality,R&D,2,25,Female,Operational,21,11,2020,Germany,20 - 30,21-11-2020,Q4,2020-Q4
98,Inappropriate Behaviour,Marketing,1,25,Female,Operational,5,2,2019,Australia,20 - 30,02-05-2019,Q2,2019-Q2
180,Attendance,Corporate,2,25,Male,Operational,25,12,2019,United States,20 - 30,25-12-2019,Q4,2019-Q4
182,Attendance,Corporate,2,25,Male,Operational,27,2,2019,Australia,20 - 30,27-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Australia,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Malaysia,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,India,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Australia,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,United States,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,India,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Germany,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,United States,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Canada,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Germany,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Malaysia,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Canada,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,India,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,India,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,India,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,India,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,United States,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,India,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Germany,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,United States,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Canada,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Germany,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Malaysia,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Canada,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Australia,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Malaysia,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,India,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Australia,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,United States,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,India,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Germany,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,United States,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Canada,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Germany,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,Malaysia,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Canada,20 - 30,26-02-2019,Q1,2019-Q1
14,Retirement,Marketing,1,23,Female,High - Level,14,2,2019,Australia,20 - 30,14-02-2019,Q1,2019-Q1
15,Retirement,Production,2,23,Female,Operational,15,3,2020,Malaysia,20 - 30,15-03-2020,Q1,2020-Q1
25,Other Employment,Corporate,2,23,Female,Operational,25,1,2018,India,20 - 30,25-01-2018,Q1,2018-Q1
26,Other Employment,Corporate,1,23,Female,Operational,26,2,2019,Australia,20 - 30,26-02-2019,Q1,2019-Q1
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,India,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Canada,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Germany,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Australia,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Malaysia,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,United States,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,India,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Canada,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Germany,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Australia,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Malaysia,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,United States,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,India,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Canada,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Germany,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Australia,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,Malaysia,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,United States,20 - 30,27-10-2019,Q4,2019-Q4
13,Retirement,Corporate,-1,23,Female,Mid - Level,13,1,2018,India,20 - 30,13-01-2018,Q1,2018-Q1
58,Other Employment,R&D,-1,23,Male,Mid - Level,27,10,2019,Canada,20 - 30,27-10-2019,Q4,2019-Q4
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,United States,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,Australia,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,India,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,Australia,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,United States,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,India,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,India,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,Australia,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,Canada,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,United States,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,Germany,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,United States,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,Canada,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,Germany,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,Germany,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,United States,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,Australia,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,Canada,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,Malaysia,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,Canada,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,Australia,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,Malaysia,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,Malaysia,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,Canada,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,United States,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,India,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,Malaysia,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,Canada,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,Australia,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,Malaysia,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,India,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,Australia,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,Canada,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,United States,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,Germany,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,United States,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,Canada,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,Germany,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,Germany,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,United States,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,Australia,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,Canada,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,Malaysia,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,Canada,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,Australia,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,Malaysia,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,Malaysia,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,Canada,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,United States,20 - 30,06-06-2019,Q2,2019-Q2
8,Dishonesty,Corporate,-1,23,Female,Operational,8,8,2021,Australia,20 - 30,08-08-2021,Q3,2021-Q3
73,Punctuality,R&D,-1,23,Male,Operational,11,1,2018,India,20 - 30,01-11-2018,Q4,2018-Q4
74,Punctuality,R&D,-1,23,Male,Operational,12,2,2019,Australia,20 - 30,02-12-2019,Q4,2019-Q4
96,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,3,12,2020,United States,20 - 30,12-03-2020,Q1,2020-Q1
97,Inappropriate Behaviour,Corporate,-1,23,Male,Operational,4,1,2018,India,20 - 30,01-04-2018,Q2,2018-Q2
151,Misconduct,R&D,-1,23,Male,Operational,27,7,2020,India,20 - 30,27-07-2020,Q3,2020-Q3
152,Misconduct,R&D,-1,23,Male,Operational,25,8,2021,Australia,20 - 30,25-08-2021,Q3,2021-Q3
6,Dangerous Behaviour,Supply Chain,-1,23,Female,Operational,6,6,2019,Canada,20 - 30,06-06-2019,Q2,2019-Q2
